Series Name,Series Code,Country Name,Country Code,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mauritius,MUS,50.69124389,50.65527767,50.61965068,50.58748927,50.55987389,50.53296374,50.50478742,50.47763103,50.45108284,50.42461751,50.40019554,50.37543655,50.34675415,50.31323543,50.2767143,50.24083414,50.2088527,50.18107417,50.15539276,50.1314455,50.10770099,50.0842262
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mexico,MEX,51.22122206,51.18103498,51.12041192,51.08360165,51.06582239,51.05260486,51.04508693,51.04050984,51.03791276,51.03800058,51.0399819,51.04525841,51.0484025,51.04549751,51.04203111,51.04075859,51.04194073,51.04502741,51.05022653,51.05641166,51.06244006,51.06807345
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,"Micronesia, Fed. Sts.",FSM,49.73284048,49.70609294,49.67976736,49.65657799,49.63805678,49.62419632,49.61382761,49.60168826,49.59183299,49.58613006,49.58237859,49.57872589,49.57894933,49.57355286,49.56303356,49.55538108,49.5417086,49.52586984,49.52619394,49.53624614,49.55353954,49.57926895
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Moldova,MDA,52.38940103,52.53198916,52.49440248,52.46627181,52.44836062,52.43942316,52.44020151,52.44469071,52.455355,52.46586449,52.47247726,52.48233303,52.49873171,52.52087483,52.5481964,52.57798678,52.60475689,52.62999134,52.63339836,52.62636719,52.63106122,52.63660216
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Monaco,MCO,50.99125284,50.9840266,50.99127891,51.00718259,51.0059683,50.98261527,50.94008794,50.91947769,50.9360288,50.96683133,51.01729107,51.08557961,51.15136536,51.19903707,51.22089009,51.23652704,51.25425635,51.27096232,51.28427845,51.29347692,51.30920768,51.32536062
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mongolia,MNG,50.40595981,50.3712906,50.33613764,50.31307716,50.30538962,50.30413142,50.30181,50.29454433,50.28253531,50.26358864,50.23498137,50.19752633,50.18083122,50.19456537,50.21380948,50.23151675,50.24565694,50.25603154,50.26550967,50.27669888,50.29501523,50.32720605
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Montenegro,MNE,51.30636823,51.28109974,51.25713777,51.23969695,51.23326286,51.23189941,51.2306084,51.23650164,51.24074956,51.2445855,51.26506395,51.28413329,51.29594767,51.32481598,51.36175186,51.40404765,51.45278202,51.50037527,51.54653029,51.55854897,51.52630556,51.48444473
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Morocco,MAR,49.67061083,49.65646781,49.64411455,49.64306538,49.65607275,49.66958703,49.68267251,49.69904377,49.71819143,49.73662955,49.75521982,49.77561945,49.79904583,49.82506409,49.85151253,49.87630085,49.89966926,49.92017587,49.92647285,49.93196852,49.95003893,49.97068278
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mozambique,MOZ,50.93584322,50.93934072,50.94880439,50.96088751,50.9687846,50.98805748,51.03632435,51.09262121,51.13908127,51.18735425,51.23360952,51.27384738,51.30295618,51.31424196,51.3117144,51.31275736,51.31871256,51.32062488,51.32348969,51.3248463,51.3189768,51.30705621
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Myanmar,MMR,50.23456742,50.21631254,50.19733562,50.18249173,50.16845209,50.15479837,50.14199107,50.12925096,50.11688105,50.10571522,50.09511594,50.08421408,50.0752202,50.06763936,50.07803694,50.08944354,50.0832781,50.0740553,50.06203837,50.04810621,50.03341851,50.01831366
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Namibia,NAM,51.75079041,51.73544978,51.72307398,51.71434831,51.70355159,51.69187671,51.68028779,51.66968648,51.65976297,51.64703267,51.6309799,51.61559601,51.60300885,51.58877113,51.57096802,51.55491546,51.54337301,51.53925512,51.54103885,51.54887297,51.56616936,51.58376257
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Nauru,NRU,49.2027155,49.16473503,49.1270808,49.08506429,49.05233143,49.04126006,48.99886334,48.9852481,48.99451554,48.97138582,48.93718882,48.96431003,49.01865052,49.01788332,48.97002831,48.88477647,48.78570041,48.6528397,48.56313498,48.49187935,48.41078157,48.37402297
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Nepal,NPL,52.05431658,52.1525911,52.36423155,52.46957461,52.45269956,52.43375663,52.40881705,52.32636342,52.15594536,51.92058303,51.65854186,51.40518555,51.18072532,50.97236495,50.76138856,50.55499145,50.35429165,50.16679405,49.9981599,49.84854908,49.71527912,49.60745223
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Netherlands,NLD,50.29758004,50.31053562,50.31748728,50.33039875,50.34953635,50.37152475,50.39434425,50.41630218,50.43677684,50.45476018,50.47145124,50.48756181,50.49947593,50.50533956,50.5108874,50.51350014,50.51345191,50.51406573,50.51352383,50.5149781,50.52027646,50.52765562
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,New Caledonia,NCL,50.2690119,50.22168172,50.15904163,50.08795475,49.9985959,49.90873891,49.8195582,49.72900591,49.65063854,49.59224875,49.53833905,49.48273208,49.42622386,49.3937177,49.4098634,49.44639828,49.4852118,49.56574888,49.59836412,49.53448239,49.45767994,49.37407904
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,New Zealand,NZL,50.43052575,50.43868806,50.44878291,50.56031074,50.73743533,50.83402651,50.89129773,50.95353756,51.01879737,51.07809117,51.10584715,51.10311647,51.09347225,51.08701462,51.08403543,51.07232179,51.04658446,51.01187312,50.97670927,50.95666827,50.95441809,50.945925
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Nicaragua,NIC,50.7254772,50.72461441,50.71937915,50.71472904,50.7159591,50.7190922,50.72256694,50.72533602,50.72717597,50.72846444,50.72943735,50.73019963,50.73070259,50.73093292,50.73092249,50.73089333,50.73073926,50.73034559,50.72049561,50.7011378,50.6821251,50.66392388
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Niger,NER,49.27734025,49.2762206,49.27856865,49.28310505,49.28955314,49.29691992,49.3031723,49.3091855,49.31767033,49.32991387,49.34423621,49.35976229,49.37604306,49.39388942,49.41249776,49.43136514,49.45178504,49.47462043,49.49994707,49.5306644,49.56482619,49.59860133
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Nigeria,NGA,49.46118584,49.47219095,49.48183894,49.49406233,49.51039914,49.52712101,49.54495762,49.56219568,49.57627764,49.58914587,49.60262808,49.61757816,49.6334147,49.6499637,49.66679049,49.68043892,49.69076302,49.69725901,49.70263208,49.70931409,49.71657322,49.72699906
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,North Macedonia,MKD,50.15635755,50.14110957,50.12557601,50.11593169,50.10899029,50.10163453,50.09292976,50.08320833,50.07369528,50.06224387,50.05210819,50.04227268,50.02984963,50.01662849,50.00462558,49.99280053,49.9776798,49.96098452,49.9459023,49.93124566,49.91221642,49.82200115
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Northern Mariana Islands,MNP,46.24730076,46.24805481,46.29439168,46.38573549,46.51916349,46.65773029,46.80538987,46.95616726,47.1112311,47.26798489,47.43215111,47.60091394,48.03372345,48.68725463,49.27705224,49.79698652,50.25734181,50.68018834,51.07096164,51.4439248,51.81306861,52.17856289
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Norway,NOR,49.54116606,49.5548879,49.56876962,49.59060662,49.60885263,49.61583297,49.63615635,49.67202635,49.71942943,49.77205753,49.83881431,49.93329041,50.01718905,50.07207199,50.14154938,50.2515831,50.35331887,50.40291421,50.42230684,50.43462813,50.44193619,50.44870234
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Oman,OMN,39.13215442,38.90530434,37.91465376,36.45777932,35.42128643,34.80820828,34.82741293,35.24460754,35.36541717,35.55755264,36.63951506,38.45821627,40.70253311,42.12865292,42.33214436,42.54657098,42.7706804,43.00399333,43.24668723,43.28651916,43.09945795,42.89266684
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Pakistan,PAK,49.55541202,49.5182436,49.46422141,49.38717233,49.28431579,49.16200139,49.00147777,48.81543949,48.70868428,48.68028919,48.65035885,48.61751453,48.58052396,48.5422128,48.50501733,48.47093647,48.44153914,48.41949542,48.40302488,48.388676,48.37869473,48.36462651
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Palau,PLW,48.06978676,47.95272969,47.8243935,47.65014512,47.44738021,47.24449179,47.05882353,46.8641115,46.93751405,47.26762145,47.34202608,47.16008772,46.97950378,46.8129183,46.65480054,46.51450997,46.35812223,46.21552115,46.03405837,45.84004024,45.67024331,45.51139802
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Panama,PAN,49.99726669,49.97955768,49.96106554,49.9471711,49.93790296,49.92979844,49.92278339,49.91583481,49.90813345,49.89928186,49.88867767,49.8759988,49.86175415,49.8468959,49.83243097,49.81926872,49.8081235,49.79878204,49.79069229,49.78306567,49.77542382,49.76733276
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Papua New Guinea,PNG,48.41259442,48.36005294,48.31127098,48.26543104,48.22326652,48.18336033,48.14251758,48.10082129,48.06205653,48.02657215,47.99274158,47.96202257,47.93952318,47.92304274,47.90673506,47.89463068,47.88491487,47.87219768,47.8561983,47.83970724,47.82398115,47.8086384
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Paraguay,PRY,49.8265677,49.80062797,49.77886124,49.76384474,49.75071888,49.73836439,49.72566529,49.71310872,49.70120943,49.68975891,49.67805228,49.66549103,49.65179671,49.63674299,49.62057682,49.60314983,49.58388704,49.56310876,49.54107251,49.51812486,49.49823248,49.48342534
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Peru,PER,50.4925434,50.48234681,50.45922871,50.43944893,50.43482562,50.4324534,50.44422151,50.45671765,50.44565368,50.41457869,50.36760004,50.30909276,50.23710234,50.15021376,50.052303,50.01221137,50.03445606,50.05701264,50.07843827,50.0979733,50.11521885,50.1290343
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Philippines,PHL,49.22137313,49.22963078,49.24017464,49.25645495,49.27455978,49.29519106,49.31902723,49.34619667,49.37103653,49.39306434,49.41689892,49.44185889,49.45694535,49.4411183,49.40527872,49.38331397,49.3849588,49.39776087,49.41059659,49.42262103,49.43609181,49.45219711
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Poland,POL,51.5879173,51.64331863,51.62374065,51.61315253,51.61116829,51.60969825,51.60522341,51.59885525,51.594158,51.58963113,51.58319524,51.57511693,51.56793524,51.56233445,51.55206716,51.53124949,51.50344984,51.47883351,51.45956676,51.4422797,51.42567913,51.40879638
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Portugal,PRT,52.81635967,52.82133716,52.80848328,52.79148347,52.74420824,52.67453017,52.62635234,52.5768576,52.50114043,52.4119992,52.32813151,52.24693715,52.17386459,52.10869859,52.03865245,51.98162405,51.94173491,51.90606762,51.86873865,51.82719101,51.77529026,51.75064278
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Puerto Rico,PRI,52.83062667,52.76499465,52.68804156,52.60219983,52.51484589,52.43553366,52.36720521,52.30582715,52.25339255,52.20856438,52.16856917,52.13150671,52.09606334,52.06420859,52.03569069,52.0081368,51.98215299,51.95720261,51.93373813,51.91213051,51.89174613,51.87231334
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Qatar,QAT,27.4899986,27.32502925,27.3510398,26.76295358,25.73928375,25.08394011,24.64720947,24.74106188,25.4071751,25.94943456,25.73717242,25.12461402,24.25071666,23.39421738,23.56750125,25.20778996,28.31990227,31.73427908,32.8092161,32.56230587,32.62290623,32.70843553
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Romania,ROU,51.62848645,51.65196476,51.62109548,51.59399783,51.5804352,51.57061683,51.57072849,51.57908798,51.58343467,51.58218061,51.57961532,51.57803661,51.57401612,51.56502503,51.55854291,51.56040017,51.57036302,51.58630671,51.60489647,51.62117132,51.62717565,51.60323228
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Russian Federation,RUS,53.55752754,53.55521747,53.54730549,53.55012271,53.56761668,53.587329,53.60732335,53.62602538,53.64626499,53.67391646,53.7068486,53.73749561,53.76034471,53.77004551,53.76485528,53.74755796,53.7085795,53.63532873,53.54872876,53.46718532,53.39848505,53.34322104
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Rwanda,RWA,51.06926202,51.10463703,51.14127391,51.1797559,51.22157154,51.264319,51.30749158,51.35448815,51.40454051,51.45887662,51.51685363,51.56385614,51.60330782,51.64766859,51.69640225,51.74996388,51.80887601,51.87375246,51.94621657,52.02587724,52.04842011,51.97163987
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Samoa,WSM,49.01790613,49.0085206,48.99106216,48.96486633,48.92823592,48.88985214,48.85328689,48.8134361,48.771542,48.72936246,48.68617633,48.64095421,48.593018,48.54536795,48.49546632,48.44076481,48.38128832,48.31518455,48.24296949,48.16741357,48.09194663,48.0299682
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,San Marino,SMR,51.33986928,51.3439028,51.29532155,51.28152613,51.32333997,51.36246183,51.37140155,51.36133452,51.35823175,51.3684843,51.42158638,51.28481305,51.05353075,50.99327087,50.97068404,50.9449493,50.94963116,50.99972889,51.03289451,51.05765533,51.06725303,51.05908176
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sao Tome and Principe,STP,50.12402146,50.11138153,50.09490443,50.08224642,50.07807177,50.07402565,50.07281364,50.07507806,50.07822904,50.08231961,50.08898296,50.10427641,50.11639526,50.11452439,50.11608929,50.11863758,50.11796651,50.11813459,50.12143541,50.13007115,50.14315174,50.15520519
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Saudi Arabia,SAU,42.37870384,42.2363915,41.97630104,41.84308351,41.92867164,42.00991357,42.26973567,42.67421333,42.83634989,42.79668341,42.75278172,42.69994191,42.65894971,42.68982116,42.77806245,42.86617368,42.94937491,43.02630205,42.98954247,42.88922993,42.85529395,42.84219604
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Senegal,SEN,50.82107769,50.8372717,50.85868198,50.87353549,50.88411753,50.89503465,50.90202555,50.90413669,50.90191283,50.89073158,50.87402479,50.85931991,50.84473646,50.83036703,50.81613812,50.80201099,50.78833747,50.77505065,50.7609015,50.74362902,50.72493235,50.70336396
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Serbia,SRB,52.06908943,52.07315731,52.06172053,52.04786993,52.04318965,52.0413724,52.03506124,52.02377925,52.01036326,51.9926319,51.97244232,51.95187771,51.92846694,51.9019817,51.87640639,51.85065455,51.82356373,51.80273285,51.79027634,51.78553611,51.77399706,51.75147923
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Seychelles,SYC,47.35338599,47.30865682,47.3258789,47.38102766,47.47092657,47.55281846,47.63501413,47.71563886,47.80155305,47.91860537,48.07625723,48.25476675,48.4422513,48.61254531,48.76399982,48.90687801,49.04182885,49.17271171,49.30295697,49.44731553,49.55175718,49.62220964
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sierra Leone,SLE,49.89154885,49.89882599,49.90548909,49.91251211,49.91982859,49.92861669,49.93959764,49.95155694,49.96578761,49.98168664,49.99958018,50.02001547,50.04227323,50.066679,50.09351717,50.1229382,50.15699406,50.19314367,50.22802729,50.26151641,50.29412778,50.32408254
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Singapore,SGP,47.70331923,47.69460332,47.71437404,47.7265378,47.73110911,47.73599108,47.74212163,47.75627263,47.78813471,47.83124667,47.87637254,47.92382394,48.02873582,48.25172271,48.54819835,48.86806557,49.21346602,49.45513285,49.43865927,49.28758737,49.13828645,48.98922364
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sint Maarten (Dutch part),SXM,46.46519525,46.47836156,46.63350221,46.83806422,47.06717796,47.10980589,47.12668698,47.37470464,47.6342711,47.95607077,50.33723214,52.72749107,52.64575892,52.46772274,52.28617205,52.1128952,51.9504605,51.7908173,51.64186762,51.50435599,51.38352849,51.28120786
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Slovak Republic,SVK,51.13734446,51.17346615,51.16681734,51.17163349,51.18728709,51.20688486,51.22820856,51.25264451,51.27217681,51.2847803,51.30088405,51.32243627,51.34140683,51.36047517,51.37629152,51.3852865,51.39423886,51.40289444,51.41314372,51.42048119,51.42271757,51.42566032
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Slovenia,SVN,49.7314425,49.74200367,49.80277582,49.9233045,50.04112209,50.15802576,50.27506914,50.39377912,50.46809101,50.4921409,50.51600644,50.54189081,50.59945452,50.69403367,50.7859017,50.86967417,50.9516431,51.03702255,51.11928451,51.19465007,51.26504272,51.31428352
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Solomon Islands,SLB,48.92809755,48.90407727,48.89386581,48.8837662,48.87379427,48.86286306,48.8509828,48.83736493,48.82192927,48.8051308,48.78532064,48.76228281,48.73647746,48.70820885,48.67664985,48.64303564,48.60689459,48.56700505,48.52485772,48.4805384,48.43286893,48.38292896
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Somalia,SOM,49.86539858,49.86617801,49.86718281,49.87032344,49.87285783,49.87351843,49.87307287,49.87321186,49.87477492,49.87756842,49.88118479,49.88603842,49.88959102,49.89520493,49.90490936,49.91339341,49.92340732,49.93597198,49.94995727,49.96488623,49.98224969,50.00159303
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,South Africa,ZAF,51.30052759,51.34953371,51.39481738,51.4384952,51.47798028,51.510094,51.40542191,51.40100927,51.57883535,51.67185177,51.73323159,51.79766348,51.86338703,51.92585597,51.98714895,52.05204031,52.12082392,52.19368235,52.26841562,52.34209188,52.41070185,52.47101009
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,South Sudan,SSD,50.47689194,50.49823823,50.51895457,50.54263794,50.56219,50.55851696,50.54324896,50.54451377,50.54476458,50.55441498,50.5924439,50.63696848,50.69398386,50.75692688,50.81899272,50.88834726,50.96447271,51.04684356,51.13298706,51.22285486,51.31212516,51.40060155
